ID,Time,Value_0,Mask_0,Value_1,Mask_1,Value_2,Mask_2,Value_3,Mask_3,Value_4,Mask_4,Value_5,Mask_5,Value_6,Mask_6,Value_7,Mask_7,Value_8,Mask_8,Value_9,Mask_9,Value_10,Mask_10,Value_11,Mask_11,Value_12,Mask_12,Value_13,Mask_13,Value_14,Mask_14,Value_15,Mask_15,Value_16,Mask_16,Value_17,Mask_17,Value_18,Mask_18,Value_19,Mask_19,Value_20,Mask_20,Value_21,Mask_21,Value_22,Mask_22,Value_23,Mask_23,Value_24,Mask_24,Value_25,Mask_25,Value_26,Mask_26,Value_27,Mask_27,Value_28,Mask_28,Value_29,Mask_29,Value_30,Mask_30,Value_31,Mask_31,Value_32,Mask_32,Value_33,Mask_33,Value_34,Mask_34,Value_35,Mask_35,Value_36,Mask_36,Value_37,Mask_37,Value_38,Mask_38,Value_39,Mask_39
0.0,93.81081018518519,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0
0.0,93.82569444444444,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,1,1.0
0.0,95.6310300925926,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0
0.0,95.63135416666667,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0
0.0,95.63158564814815,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0
0.0,95.67155092592593,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0
0.0,96.63883101851853,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0
0.0,96.64016203703704,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0
0.0,96.65693287037037,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0
0.0,96.65758101851851,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0
0.0,96.70581018518517,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0
0.0,96.70597222222221,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0
0.0,96.70629629629629,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0
0.0,98.7424537037037,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0
0.0,98.74284722222222,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0
0.0,98.74306712962964,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0
0.0,99.00597222222223,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0
0.0,99.00638888888888,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0
0.0,99.00658564814815,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0
0.0,99.09133101851852,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0
0.0,99.09149305555555,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0
0.0,99.0917013888889,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0
0.0,99.22560185185186,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0
0.0,99.22585648148147,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0
0.0,99.22612268518519,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0
0.0,99.23202546296297,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0
0.0,99.23229166666665,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0
0.0,99.2332175925926,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0
0.0,99.59311342592594,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0
0.0,99.5937037037037,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0
0.0,99.5938888888889,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0
0.0,99.60039351851852,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0
0.0,99.60074074074073,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0
0.0,99.60089120370371,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0
0.0,99.93199074074074,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0
0.0,100.00270833333333,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0
0.0,100.63630787037037,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0
0.0,100.63684027777778,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0
0.0,100.66488425925927,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
1.0,153.89560185185186,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0
1.0,153.93657407407406,0,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0,0,1.0,1,1.0,0,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0,1,1.0,1,1.0,1,1.0,0,1.0
